"risk","sp","warm","photo","chill1","chill2"
13.2377134646584,1,0,0,0,1
13.0764192055743,1,0,0,0,1
13.0898516879831,1,0,0,0,1
13.2812310196363,1,0,0,0,1
12.9591789061421,1,0,0,0,1
13.0933947791917,1,0,0,0,1
5.77229786915668,1,1,0,0,1
5.83720774830055,1,1,0,0,1
6.01524090085879,1,1,0,0,1
6.05272506777641,1,1,0,0,1
5.79033533656069,1,1,0,0,1
5.85964954076001,1,1,0,0,1
5.83933871415423,1,1,0,0,1
5.86912335039696,1,1,0,0,1
5.875474678647,1,1,0,0,1
5.95319395587503,1,1,0,0,1
5.82384655703313,1,1,0,0,1
5.81649215043595,1,1,0,0,1
5.14674731091275,1,0,1,0,1
5.06899279808945,1,0,1,0,1
5.08119465032654,1,0,1,0,1
5.00452002727677,1,0,1,0,1
5.1051370325513,1,0,1,0,1
5.08721044849299,1,0,1,0,1
5.04429432963121,1,0,1,0,1
5.07326373780255,1,0,1,0,1
4.97476961897708,1,0,1,0,1
5.05348468253607,1,0,1,0,1
5.15895431338385,1,0,1,0,1
5.04259901652554,1,0,1,0,1
2.13295970040237,1,1,1,0,1
2.23055696564447,1,1,1,0,1
2.03526792460325,1,1,1,0,1
2.09468360987336,1,1,1,0,1
2.23255718233448,1,1,1,0,1
2.22637862770268,1,1,1,0,1
2.17639071570718,1,1,1,0,1
2.22569561118814,1,1,1,0,1
2.23573022803664,1,1,1,0,1
2.18570652699279,1,1,1,0,1
2.24364099323785,1,1,1,0,1
2.36025239871071,1,1,1,0,1
17.2098795676528,2,0,0,0,0
17.058186730788,2,0,0,0,0
17.0399755150074,2,0,0,0,0
16.918552903184,2,0,0,0,0
17.0468766938619,2,0,0,0,0
17.0711256162998,2,0,0,0,0
16.9347455547218,2,0,0,0,0
16.8274716234784,2,0,0,0,0
16.9336842612843,2,0,0,0,0
17.1242408043132,2,0,0,0,0
16.904984212578,2,0,0,0,0
16.8982017625638,2,0,0,0,0
8.67121051613483,2,1,0,0,0
8.5272107131096,2,1,0,0,0
8.68089905238503,2,1,0,0,0
8.49745121371848,2,1,0,0,0
8.82958072016649,2,1,0,0,0
8.87951881743246,2,1,0,0,0
8.55391169395488,2,1,0,0,0
8.53312102310316,2,1,0,0,0
8.55633640034436,2,1,0,0,0
8.49255231234764,2,1,0,0,0
8.6447624208506,2,1,0,0,0
8.73698416091006,2,1,0,0,0
6.79903533498241,2,0,1,0,0
6.8839130071133,2,0,1,0,0
6.89750027279815,2,0,1,0,0
6.80370006477398,2,0,1,0,0
6.85546819925,2,0,1,0,0
6.7591903478,2,0,1,0,0
6.87325847464194,2,0,1,0,0
6.87372098179164,2,0,1,0,0
6.68595616750385,2,0,1,0,0
6.94789689966003,2,0,1,0,0
6.81527696720545,2,0,1,0,0
6.75371605851797,2,0,1,0,0
3.55771128517784,2,1,1,0,0
3.49112094878222,2,1,1,0,0
3.54317682753886,2,1,1,0,0
3.62855447500148,2,1,1,0,0
3.54318213832207,2,1,1,0,0
3.5602601519973,2,1,1,0,0
3.80330016006381,2,1,1,0,0
3.41020302153957,2,1,1,0,0
3.55322306619117,2,1,1,0,0
3.40962801063422,2,1,1,0,0
3.69390941207574,2,1,1,0,0
3.80530747814158,2,1,1,0,0
11.2160447545987,2,0,0,1,0
11.2741055859118,2,0,0,1,0
11.4043430276314,2,0,0,1,0
11.3766499519326,2,0,0,1,0
11.4388184799437,2,0,0,1,0
11.4605535387388,2,0,0,1,0
11.2888376316441,2,0,0,1,0
11.2948491885417,2,0,0,1,0
11.1647609034573,2,0,0,1,0
11.1043168095582,2,0,0,1,0
11.2088180853034,2,0,0,1,0
11.2227413115456,2,0,0,1,0
5.91448477691137,2,1,0,1,0
5.82408559360601,2,1,0,1,0
6.02311712060447,2,1,0,1,0
5.96739537223115,2,1,0,1,0
6.01435321710228,2,1,0,1,0
5.92897633125833,2,1,0,1,0
6.01660334839584,2,1,0,1,0
5.87628598709798,2,1,0,1,0
6.06805868684544,2,1,0,1,0
5.81286576261073,2,1,0,1,0
5.93889506504359,2,1,0,1,0
5.98738734589508,2,1,0,1,0
3.31327419819722,2,0,1,1,0
3.41426764361333,2,0,1,1,0
3.36039888308167,2,0,1,1,0
3.58595632963634,2,0,1,1,0
3.30233277904101,2,0,1,1,0
3.33321255759113,2,0,1,1,0
3.36410121144764,2,0,1,1,0
3.19267629429557,2,0,1,1,0
3.43463176429766,2,0,1,1,0
3.34880552487689,2,0,1,1,0
3.4997625822379,2,0,1,1,0
3.35656555216167,2,0,1,1,0
3.33037868441909,2,1,1,1,0
3.35549554587608,2,1,1,1,0
3.53641432553999,2,1,1,1,0
3.47926743060864,2,1,1,1,0
3.30405792782421,2,1,1,1,0
3.04736481362959,2,1,1,1,0
3.4828511019451,2,1,1,1,0
3.33916678042763,2,1,1,1,0
3.47314033223371,2,1,1,1,0
3.33533829255292,2,1,1,1,0
3.21926499183633,2,1,1,1,0
3.50673117791483,2,1,1,1,0
12.1979418710833,2,0,0,0,1
12.2251220486323,2,0,0,0,1
12.3304441574009,2,0,0,0,1
12.3040521680762,2,0,0,0,1
12.1377708361307,2,0,0,0,1
12.0533771551781,2,0,0,0,1
12.143788754822,2,0,0,0,1
12.2564298178362,2,0,0,0,1
12.29719669972,2,0,0,0,1
12.1917033501357,2,0,0,0,1
12.1446309894868,2,0,0,0,1
12.2937066496677,2,0,0,0,1
7.26909014311863,2,1,0,0,1
7.12627286065822,2,1,0,0,1
7.20416076496836,2,1,0,0,1
7.09804934030254,2,1,0,0,1
7.32040001865336,2,1,0,0,1
7.30965326238524,2,1,0,0,1
7.16894269666849,2,1,0,0,1
7.44795202204103,2,1,0,0,1
7.23994080613981,2,1,0,0,1
7.21633748758308,2,1,0,0,1
7.31789050370692,2,1,0,0,1
7.30604396262739,2,1,0,0,1
3.72339073343812,2,0,1,0,1
3.61596200051284,2,0,1,0,1
3.71583265900041,2,0,1,0,1
3.87663908246372,2,0,1,0,1
3.82389416095359,2,0,1,0,1
3.77125751910702,2,0,1,0,1
3.92632826749705,2,0,1,0,1
3.66736320587607,2,0,1,0,1
3.8311264728164,2,0,1,0,1
3.79442732772008,2,0,1,0,1
3.88904906220837,2,0,1,0,1
3.76105467107577,2,0,1,0,1
4.20319031405603,2,1,1,0,1
3.94744716220669,2,1,1,0,1
3.99242666214001,2,1,1,0,1
4.08450998548177,2,1,1,0,1
4.10480114255905,2,1,1,0,1
4.15075871385839,2,1,1,0,1
4.17227452466051,2,1,1,0,1
3.98548579750783,2,1,1,0,1
4.07417712420862,2,1,1,0,1
3.85093094539782,2,1,1,0,1
4.04054995726343,2,1,1,0,1
3.96106178499145,2,1,1,0,1
18.1028331248983,3,0,0,0,0
17.9802826833871,3,0,0,0,0
18.0781641000128,3,0,0,0,0
18.0384458489502,3,0,0,0,0
17.9199626000845,3,0,0,0,0
18.0625900632285,3,0,0,0,0
18.069727558269,3,0,0,0,0
18.0591444515857,3,0,0,0,0
18.142024207515,3,0,0,0,0
17.9135194181245,3,0,0,0,0
17.8910083709794,3,0,0,0,0
17.9395521624158,3,0,0,0,0
7.17560762811747,3,1,0,0,0
7.20793791869358,3,1,0,0,0
7.19208069817616,3,1,0,0,0
7.06316548254777,3,1,0,0,0
7.17676708454068,3,1,0,0,0
7.14527624544196,3,1,0,0,0
7.28285963483019,3,1,0,0,0
7.01798764540015,3,1,0,0,0
7.0916609955428,3,1,0,0,0
7.29843491634989,3,1,0,0,0
7.25428858459332,3,1,0,0,0
7.23433402218551,3,1,0,0,0
7.19995612599726,3,0,1,0,0
7.38626051525667,3,0,1,0,0
7.04807175478439,3,0,1,0,0
7.32996806473926,3,0,1,0,0
7.08292931593302,3,0,1,0,0
7.30593945016015,3,0,1,0,0
7.44498160822282,3,0,1,0,0
7.38324716913957,3,0,1,0,0
7.26738669378177,3,0,1,0,0
7.33824046003846,3,0,1,0,0
7.23062726483587,3,0,1,0,0
7.17497006742143,3,0,1,0,0
2.45029989040113,3,1,1,0,0
2.43899771324334,3,1,1,0,0
2.80197152084409,3,1,1,0,0
2.37165911687949,3,1,1,0,0
2.51760026531662,3,1,1,0,0
2.44822034390251,3,1,1,0,0
2.36687005837401,3,1,1,0,0
2.69142044575266,3,1,1,0,0
2.47281581924487,3,1,1,0,0
2.67789706597974,3,1,1,0,0
2.38358226352124,3,1,1,0,0
2.61077869424732,3,1,1,0,0
12.64023070819,3,0,0,1,0
12.6448526161819,3,0,0,1,0
12.5798156434879,3,0,0,1,0
12.5616125760112,3,0,0,1,0
12.5021892383934,3,0,0,1,0
12.5056295857079,3,0,0,1,0
12.6108746221549,3,0,0,1,0
12.6273901091954,3,0,0,1,0
12.4303515743611,3,0,0,1,0
12.4180010126657,3,0,0,1,0
12.6186718864974,3,0,0,1,0
12.3567190876454,3,0,0,1,0
4.8892129657397,3,1,0,1,0
4.70676872149193,3,1,0,1,0
4.727467422758,3,1,0,1,0
4.79188977706734,3,1,0,1,0
4.80359967205605,3,1,0,1,0
4.80596056170601,3,1,0,1,0
4.72857696205187,3,1,0,1,0
4.75308718022649,3,1,0,1,0
4.97349377896864,3,1,0,1,0
4.67141853529271,3,1,0,1,0
4.73563943799575,3,1,0,1,0
5.04890249816565,3,1,0,1,0
3.49469615141481,3,0,1,1,0
3.64313522962064,3,0,1,1,0
3.48879068702539,3,0,1,1,0
3.60064046769485,3,0,1,1,0
3.42586181176696,3,0,1,1,0
3.57740598843978,3,0,1,1,0
3.71190943838932,3,0,1,1,0
3.62607171877319,3,0,1,1,0
3.40609899275219,3,0,1,1,0
3.52636420711907,3,0,1,1,0
3.67388282551152,3,0,1,1,0
3.49781202639724,3,0,1,1,0
1.78850087545563,3,1,1,1,0
1.90677923212256,3,1,1,1,0
1.95696449515458,3,1,1,1,0
1.81306737564361,3,1,1,1,0
1.84126740663405,3,1,1,1,0
1.90286493411118,3,1,1,1,0
1.90774733656373,3,1,1,1,0
1.90365925112822,3,1,1,1,0
1.91913284648016,3,1,1,1,0
2.01232449821492,3,1,1,1,0
1.83473010931436,3,1,1,1,0
1.94497781472296,3,1,1,1,0
13.0114062637251,3,0,0,0,1
12.903029996709,3,0,0,0,1
12.9276265806863,3,0,0,0,1
12.8852370885749,3,0,0,0,1
13.1313838329912,3,0,0,0,1
13.0926745337981,3,0,0,0,1
12.9136151852381,3,0,0,0,1
12.9654472872195,3,0,0,0,1
12.9510855326005,3,0,0,0,1
12.9403920189241,3,0,0,0,1
13.0075896444465,3,0,0,0,1
12.8704934442736,3,0,0,0,1
5.03131963745548,3,1,0,0,1
4.85420979662369,3,1,0,0,1
4.84303974650181,3,1,0,0,1
4.99083265691234,3,1,0,0,1
5.04632020232904,3,1,0,0,1
5.0018660149106,3,1,0,0,1
4.89834064573568,3,1,0,0,1
4.79703297266493,3,1,0,0,1
5.18943922383149,3,1,0,0,1
4.91597706597238,3,1,0,0,1
4.89489904688445,3,1,0,0,1
4.97131586121464,3,1,0,0,1
3.7940446288593,3,0,1,0,1
3.81048387832483,3,0,1,0,1
4.09808691398242,3,0,1,0,1
3.96069745750224,3,0,1,0,1
3.88795969728661,3,0,1,0,1
3.64534801194451,3,0,1,0,1
3.93302091359018,3,0,1,0,1
3.88666249703273,3,0,1,0,1
3.88313261295155,3,0,1,0,1
3.98140867219982,3,0,1,0,1
3.93831188960593,3,0,1,0,1
4.0652496055151,3,0,1,0,1
1.6769406416522,3,1,1,0,1
1.87453851558068,3,1,1,0,1
2.17135002988048,3,1,1,0,1
2.0620678642175,3,1,1,0,1
2.08898048390519,3,1,1,0,1
2.08496928492173,3,1,1,0,1
2.03210424335507,3,1,1,0,1
2.01341649078653,3,1,1,0,1
1.91680501329526,3,1,1,0,1
1.94308569736209,3,1,1,0,1
1.9897704363021,3,1,1,0,1
2.00159942393459,3,1,1,0,1
19.1545755372892,4,0,0,0,0
19.1033475567608,4,0,0,0,0
19.159406349524,4,0,0,0,0
18.9935536782578,4,0,0,0,0
18.9847209059052,4,0,0,0,0
19.1358981799766,4,0,0,0,0
18.9879842458555,4,0,0,0,0
19.0077625962358,4,0,0,0,0
18.9525495939211,4,0,0,0,0
19.0347344835995,4,0,0,0,0
18.9454583671526,4,0,0,0,0
19.086324233052,4,0,0,0,0
8.24074433993181,4,1,0,0,0
8.19033259832249,4,1,0,0,0
8.39243657384191,4,1,0,0,0
8.31927051271597,4,1,0,0,0
8.31046609463303,4,1,0,0,0
8.24185775544645,4,1,0,0,0
8.10391172337454,4,1,0,0,0
8.27785256722399,4,1,0,0,0
8.29399955762594,4,1,0,0,0
8.3080077288635,4,1,0,0,0
8.34190854699615,4,1,0,0,0
8.24372084250812,4,1,0,0,0
8.31858655786052,4,0,1,0,0
8.58499518692926,4,0,1,0,0
8.65396925364592,4,0,1,0,0
8.58705649122093,4,0,1,0,0
8.48780778884667,4,0,1,0,0
8.50680934222393,4,0,1,0,0
8.48330504730755,4,0,1,0,0
8.50083589547947,4,0,1,0,0
8.24561711199316,4,0,1,0,0
8.44429869195619,4,0,1,0,0
8.46581371035237,4,0,1,0,0
8.52998437515055,4,0,1,0,0
1.71234662072098,4,1,1,0,0
2.04449608317463,4,1,1,0,0
1.70185036834316,4,1,1,0,0
1.94868410277118,4,1,1,0,0
1.8310780710373,4,1,1,0,0
1.81121079432942,4,1,1,0,0
1.65275650200247,4,1,1,0,0
1.7654362440116,4,1,1,0,0
1.96729230919884,4,1,1,0,0
1.98625265726091,4,1,1,0,0
1.97849385853597,4,1,1,0,0
1.58789590436818,4,1,1,0,0
16.210266812666,4,0,0,1,0
16.2906541871122,4,0,0,1,0
16.1618898345013,4,0,0,1,0
16.2133462925794,4,0,0,1,0
16.165965294553,4,0,0,1,0
16.2429620728768,4,0,0,1,0
16.2063936324026,4,0,0,1,0
16.2008499856168,4,0,0,1,0
16.2495970978576,4,0,0,1,0
16.2084490927118,4,0,0,1,0
16.1595351394679,4,0,0,1,0
16.354577178974,4,0,0,1,0
8.89586452998519,4,1,0,1,0
9.00790505741587,4,1,0,1,0
8.90307212557247,4,1,0,1,0
8.92106954773058,4,1,0,1,0
8.73053883132616,4,1,0,1,0
8.84722984136363,4,1,0,1,0
8.88340204347458,4,1,0,1,0
8.81397343739558,4,1,0,1,0
8.89373903520126,4,1,0,1,0
8.92366159824263,4,1,0,1,0
9.02435560679817,4,1,0,1,0
8.64470962427188,4,1,0,1,0
7.9102387675145,4,0,1,1,0
7.72468222101489,4,0,1,1,0
7.8718765987311,4,0,1,1,0
7.71145428387366,4,0,1,1,0
7.91498900323919,4,0,1,1,0
8.00941881898714,4,0,1,1,0
7.76625187817525,4,0,1,1,0
7.78397905417096,4,0,1,1,0
7.84423511321431,4,0,1,1,0
7.91745768075068,4,0,1,1,0
7.79927313715829,4,0,1,1,0
7.76723206067586,4,0,1,1,0
4.51529796619617,4,1,1,1,0
4.58119912642355,4,1,1,1,0
4.74992763440129,4,1,1,1,0
4.51540703304828,4,1,1,1,0
4.53816832967059,4,1,1,1,0
4.59389108895319,4,1,1,1,0
4.64808595279225,4,1,1,1,0
4.76828259575791,4,1,1,1,0
4.38418811151879,4,1,1,1,0
4.42936838203285,4,1,1,1,0
4.63416539049331,4,1,1,1,0
4.53987991561445,4,1,1,1,0
14.8996325410503,4,0,0,0,1
15.0365806341709,4,0,0,0,1
14.9260043920556,4,0,0,0,1
15.0909843507394,4,0,0,0,1
15.1131950812155,4,0,0,0,1
14.7600922056536,4,0,0,0,1
14.8799371356086,4,0,0,0,1
15.0927346637393,4,0,0,0,1
14.8843575843365,4,0,0,0,1
14.9912973547257,4,0,0,0,1
14.9301076130294,4,0,0,0,1
15.0300085744678,4,0,0,0,1
7.34016032328823,4,1,0,0,1
7.2430043955037,4,1,0,0,1
7.3644223241376,4,1,0,0,1
7.39315750097497,4,1,0,0,1
7.29233353239852,4,1,0,0,1
7.2272802019415,4,1,0,0,1
7.29122876169619,4,1,0,0,1
7.3469103038791,4,1,0,0,1
7.04711101687899,4,1,0,0,1
7.41759451100773,4,1,0,0,1
7.28893757414891,4,1,0,0,1
7.37506291245997,4,1,0,0,1
6.0451305926273,4,0,1,0,1
5.98829798199531,4,0,1,0,1
6.0187899857272,4,0,1,0,1
5.92305389890722,4,0,1,0,1
5.99469234306905,4,0,1,0,1
6.03944532779664,4,0,1,0,1
5.98173723719178,4,0,1,0,1
6.0489799699972,4,0,1,0,1
6.05364059087328,4,0,1,0,1
6.08703350984791,4,0,1,0,1
6.2229320464656,4,0,1,0,1
6.12427429043387,4,0,1,0,1
2.31755659178211,4,1,1,0,1
2.31035067148157,4,1,1,0,1
2.45305156223407,4,1,1,0,1
2.28735347066886,4,1,1,0,1
2.25643839997708,4,1,1,0,1
2.29423438465483,4,1,1,0,1
2.41707303001447,4,1,1,0,1
2.53532188613994,4,1,1,0,1
2.57534270310745,4,1,1,0,1
2.18606724799573,4,1,1,0,1
2.49780323235857,4,1,1,0,1
2.43366762904902,4,1,1,0,1
19.8363819611903,5,0,0,0,0
19.9402628568224,5,0,0,0,0
20.062524900599,5,0,0,0,0
19.9620969401313,5,0,0,0,0
19.926989857109,5,0,0,0,0
19.9620317807025,5,0,0,0,0
19.8533802306469,5,0,0,0,0
19.884599553574,5,0,0,0,0
20.1212864439009,5,0,0,0,0
20.0277188665024,5,0,0,0,0
19.9682071577463,5,0,0,0,0
19.9773864945862,5,0,0,0,0
10.0573974265514,5,1,0,0,0
9.90965527860815,5,1,0,0,0
9.99859871053559,5,1,0,0,0
9.95073618533715,5,1,0,0,0
9.8132022071185,5,1,0,0,0
10.0202474998032,5,1,0,0,0
9.96869315775195,5,1,0,0,0
9.93336514973372,5,1,0,0,0
9.88270209355452,5,1,0,0,0
9.77340897312828,5,1,0,0,0
9.82756749980427,5,1,0,0,0
9.83736001688647,5,1,0,0,0
10.380042772214,5,0,1,0,0
10.2369103916141,5,0,1,0,0
10.334300466508,5,0,1,0,0
10.2279531300597,5,0,1,0,0
10.2694393887032,5,0,1,0,0
10.2469950225061,5,0,1,0,0
10.3662505592737,5,0,1,0,0
10.1890453009008,5,0,1,0,0
10.391256868212,5,0,1,0,0
10.149461072851,5,0,1,0,0
10.3079761389393,5,0,1,0,0
10.2656935345889,5,0,1,0,0
5.1467729979346,5,1,1,0,0
5.08149302269722,5,1,1,0,0
5.05095448665514,5,1,1,0,0
5.23002769385699,5,1,1,0,0
5.15418797595702,5,1,1,0,0
4.92240018483071,5,1,1,0,0
5.04710057718821,5,1,1,0,0
4.90806929920098,5,1,1,0,0
4.91276412568606,5,1,1,0,0
5.02976530142041,5,1,1,0,0
5.21097647857697,5,1,1,0,0
5.19317831804132,5,1,1,0,0
14.3702162783023,5,0,0,1,0
14.5503941631243,5,0,0,1,0
14.3455017467997,5,0,0,1,0
14.5103217380904,5,0,0,1,0
14.428342078039,5,0,0,1,0
14.5299632018803,5,0,0,1,0
14.3957820764431,5,0,0,1,0
14.4491211544467,5,0,0,1,0
14.5979663342606,5,0,0,1,0
14.5864955828858,5,0,0,1,0
14.4033125279531,5,0,0,1,0
14.5277289405674,5,0,0,1,0
7.17489694886027,5,1,0,1,0
7.02762628092063,5,1,0,1,0
6.92441245508567,5,1,0,1,0
7.25637694200228,5,1,0,1,0
6.93270515229148,5,1,0,1,0
7.04501131745091,5,1,0,1,0
7.12656765386476,5,1,0,1,0
6.97184118306409,5,1,0,1,0
6.92337057209914,5,1,0,1,0
7.07509921366156,5,1,0,1,0
7.13101276171963,5,1,0,1,0
7.10647622069697,5,1,0,1,0
6.74748310634711,5,0,1,1,0
6.88343709601774,5,0,1,1,0
6.79488373902665,5,0,1,1,0
6.73388831451203,5,0,1,1,0
6.7967462934276,5,0,1,1,0
6.77873832483646,5,0,1,1,0
6.72390630575865,5,0,1,1,0
6.92186065471079,5,0,1,1,0
6.92744773614039,5,0,1,1,0
6.88002572356608,5,0,1,1,0
6.91284550545714,5,0,1,1,0
7.07866315527228,5,0,1,1,0
4.4147947062398,5,1,1,1,0
4.19709014895713,5,1,1,1,0
4.31293165751733,5,1,1,1,0
4.28185051067052,5,1,1,1,0
4.12792373966182,5,1,1,1,0
4.3510540718164,5,1,1,1,0
4.30213157591875,5,1,1,1,0
4.2782831495249,5,1,1,1,0
4.28543300868443,5,1,1,1,0
4.32135105851889,5,1,1,1,0
4.44071773084059,5,1,1,1,0
4.16175401223279,5,1,1,1,0
16.5449596697714,5,0,0,0,1
16.5404182472924,5,0,0,0,1
16.6402646728509,5,0,0,0,1
16.7192532778186,5,0,0,0,1
16.7650347203565,5,0,0,0,1
16.5465369375729,5,0,0,0,1
16.6471471431875,5,0,0,0,1
16.5727703357905,5,0,0,0,1
16.6888591248123,5,0,0,0,1
16.5815854414994,5,0,0,0,1
16.7187348250807,5,0,0,0,1
16.4674847967796,5,0,0,0,1
9.37960549452148,5,1,0,0,1
9.48301042327857,5,1,0,0,1
9.51109388558438,5,1,0,0,1
9.45309716296458,5,1,0,0,1
9.51265404211474,5,1,0,0,1
9.54593320177304,5,1,0,0,1
9.82019438345267,5,1,0,0,1
9.57558705939659,5,1,0,0,1
9.64049648394591,5,1,0,0,1
9.60063098238813,5,1,0,0,1
9.51995601268492,5,1,0,0,1
9.58565792313191,5,1,0,0,1
8.98922798516353,5,0,1,0,1
8.98677266534549,5,0,1,0,1
8.93932842796172,5,0,1,0,1
9.10929376300582,5,0,1,0,1
8.90897433097614,5,0,1,0,1
9.04264003873432,5,0,1,0,1
9.14375879055308,5,0,1,0,1
8.92388709219785,5,0,1,0,1
9.03854525956473,5,0,1,0,1
9.03854022588004,5,0,1,0,1
8.9268685656689,5,0,1,0,1
9.10577000484765,5,0,1,0,1
6.58656952976589,5,1,1,0,1
6.75865108689394,5,1,1,0,1
6.82362242090639,5,1,1,0,1
6.78808184927822,5,1,1,0,1
6.68879187096979,5,1,1,0,1
6.65945314255379,5,1,1,0,1
6.7264803079157,5,1,1,0,1
6.85912375040339,5,1,1,0,1
6.65578346386944,5,1,1,0,1
6.82904872071302,5,1,1,0,1
7.08882723533854,5,1,1,0,1
6.66101862519797,5,1,1,0,1
21.0581789502561,6,0,0,0,0
21.0213998668578,6,0,0,0,0
20.9388001482087,6,0,0,0,0
20.9779197942784,6,0,0,0,0
20.8940291612535,6,0,0,0,0
21.05643870506,6,0,0,0,0
20.8829609590068,6,0,0,0,0
20.9179554549849,6,0,0,0,0
21.0375650131748,6,0,0,0,0
21.0520641724921,6,0,0,0,0
20.9032043775095,6,0,0,0,0
20.9243762127404,6,0,0,0,0
11.431586567253,6,1,0,0,0
11.5637068389657,6,1,0,0,0
11.3769573470769,6,1,0,0,0
11.4221760376695,6,1,0,0,0
11.4040631580466,6,1,0,0,0
11.3871421674009,6,1,0,0,0
11.4983648291057,6,1,0,0,0
11.4373035453777,6,1,0,0,0
11.5863249351429,6,1,0,0,0
11.471878535333,6,1,0,0,0
11.5113484549559,6,1,0,0,0
11.3828732352125,6,1,0,0,0
10.8695314485415,6,0,1,0,0
10.8419188891296,6,0,1,0,0
10.9413738978351,6,0,1,0,0
10.9684211685247,6,0,1,0,0
10.6410234452627,6,0,1,0,0
10.9520067516137,6,0,1,0,0
10.840506979986,6,0,1,0,0
10.8361167950185,6,0,1,0,0
10.8424010308522,6,0,1,0,0
10.7441371631551,6,0,1,0,0
10.9275195243642,6,0,1,0,0
10.8715648058962,6,0,1,0,0
7.15860182926503,6,1,1,0,0
7.26699058413484,6,1,1,0,0
7.15082852461332,6,1,1,0,0
7.28404418942339,6,1,1,0,0
7.2824389319482,6,1,1,0,0
7.11844100895214,6,1,1,0,0
7.23415194377475,6,1,1,0,0
7.20316042226088,6,1,1,0,0
7.15232959070336,6,1,1,0,0
7.2017995719718,6,1,1,0,0
7.23889733796678,6,1,1,0,0
7.46268555755127,6,1,1,0,0
17.5462059825472,6,0,0,1,0
17.4352026300418,6,0,0,1,0
17.4714092045482,6,0,0,1,0
17.4239238348224,6,0,0,1,0
17.2529659795859,6,0,0,1,0
17.4150625901711,6,0,0,1,0
17.3117489975986,6,0,0,1,0
17.5030520573251,6,0,0,1,0
17.5391794588665,6,0,0,1,0
