"risk","ind","sp","tx"
10.1586691547067,1,"2",1
9.83949727088344,1,"2",1
10.0511321077403,1,"2",1
9.7094629221713,1,"2",1
10.1873866889387,1,"2",1
10.1556354385626,1,"2",1
9.98193847280369,1,"2",1
10.0133976268827,1,"2",1
9.70301593434803,1,"2",1
9.87332076310807,1,"2",1
10.264132606602,1,"2",1
10.076388156465,1,"2",1
10.0160224177242,1,"2",1
10.2166578120763,1,"2",1
9.76416762124871,1,"2",1
9.82556646846547,1,"2",1
9.93570412358497,1,"2",1
7.89250343033041,2,"1",0
8.15838615024473,2,"1",0
7.85541996996432,2,"1",0
7.99194632319037,2,"1",0
8.11966124237874,2,"1",0
8.24749711637849,2,"1",0
8.02453141834821,2,"1",0
8.0797453627488,2,"1",0
7.78095934500667,2,"1",0
8.11352664212767,2,"1",0
7.91671938361968,2,"1",0
8.15881786870151,2,"1",0
7.79177276077412,2,"1",0
8.09786130642149,2,"1",0
7.90243752665841,2,"1",0
7.59927791293323,2,"1",0
8.11502619524217,2,"1",0
8.15587651688073,2,"1",0
7.87574014478328,2,"1",0
7.74168152869623,2,"1",0
7.8869489549656,2,"1",0
7.9035235644553,2,"1",0
9.25012533138359,2,"2",0
9.5549437494914,2,"2",0
9.3952494707868,2,"2",0
9.15624543425272,2,"2",0
9.33050401057095,2,"2",0
9.48162054974613,2,"2",0
9.26080339858239,2,"2",0
9.11173335863907,2,"2",0
9.25459014882441,2,"2",0
9.46398201755956,2,"2",0
9.18052050637779,2,"2",0
9.23111481790111,2,"2",0
9.30401654696671,2,"2",0
9.40314909225407,2,"2",0
9.3412392939071,2,"2",0
9.04798892564452,2,"2",0
9.09254722440716,2,"2",0
9.11209418210787,2,"2",0
8.97940727891976,2,"2",0
9.69631090162877,2,"2",0
9.42431526140379,2,"2",0
9.65536397017749,2,"2",0
9.7404542553758,2,"1",1
9.87844749227247,2,"1",1
9.46953865856472,2,"1",1
9.44567170058473,2,"1",1
9.70750192952245,2,"1",1
9.65454512531147,2,"1",1
9.73485653336515,2,"1",1
9.62872987729915,2,"1",1
9.65814493883674,2,"1",1
9.73820725959909,2,"1",1
9.60409515900752,2,"1",1
9.4734480533019,2,"1",1
9.64053005565054,2,"1",1
9.72221201553015,2,"1",1
9.56274180058896,2,"1",1
9.91442548011858,2,"1",1
9.65286968336462,2,"1",1
9.78208300516194,2,"1",1
9.48704543539991,2,"1",1
9.56083583558902,2,"1",1
9.72111559910726,2,"1",1
9.57555477105925,2,"1",1
10.8915223715156,2,"2",1
10.6687839609231,2,"2",1
10.9155033701528,2,"2",1
10.9389921324115,2,"2",1
10.6016344838138,2,"2",1
10.9623511137917,2,"2",1
10.8955559244212,2,"2",1
10.7914598454807,2,"2",1
10.7905297563755,2,"2",1
10.8243733961138,2,"2",1
11.0997421258462,2,"2",1
10.9460876190481,2,"2",1
11.1356100637535,2,"2",1
10.9934357148698,2,"2",1
10.8560728166828,2,"2",1
10.9526501139828,2,"2",1
10.8131482534273,2,"2",1
11.1395239297747,2,"2",1
10.9620461923188,2,"2",1
10.8573680434423,2,"2",1
10.8205154115859,2,"2",1
11.2914654784892,2,"2",1
7.95773297548579,3,"1",0
7.58429484671839,3,"1",0
7.85205289688391,3,"1",0
7.66089302296595,3,"1",0
7.90658482981647,3,"1",0
7.9764848512097,3,"1",0
7.86711629783668,3,"1",0
7.90655260344037,3,"1",0
8.08751877928325,3,"1",0
7.78962955380265,3,"1",0
8.0538406941396,3,"1",0
7.95723430301748,3,"1",0
8.12145837001635,3,"1",0
8.19381656528968,3,"1",0
8.00991035284508,3,"1",0
7.59957482879884,3,"1",0
8.06746911917508,3,"1",0
8.03146578733359,3,"1",0
8.12924692870652,3,"1",0
8.07933630941378,3,"1",0
7.83639177818887,3,"1",0
8.07495071202866,3,"1",0
8.80923704056802,3,"2",0
8.82827012566696,3,"2",0
8.78325994746593,3,"2",0
8.93632095187318,3,"2",0
8.93574756550116,3,"2",0
9.24950289380033,3,"2",0
8.98978626733951,3,"2",0
8.96114291964191,3,"2",0
8.86693255059876,3,"2",0
8.69319834096188,3,"2",0
8.95644285499492,3,"2",0
9.11884137135051,3,"2",0
8.7718914424415,3,"2",0
8.57187344753902,3,"2",0
8.89251655892642,3,"2",0
8.60121212634299,3,"2",0
8.5490193614588,3,"2",0
9.11760458050159,3,"2",0
8.6559578641272,3,"2",0
8.70411351044845,3,"2",0
8.85347781135348,3,"2",0
8.93545464930483,3,"2",0
8.92446070511133,3,"1",1
9.3155735420311,3,"1",1
9.15172225984861,3,"1",1
8.8669344415063,3,"1",1
8.85975484531048,3,"1",1
8.95650025815749,3,"1",1
9.33130892209251,3,"1",1
9.28714819765529,3,"1",1
9.15744353167335,3,"1",1
9.2365547272275,3,"1",1
9.32469025557305,3,"1",1
9.02538648084356,3,"1",1
9.23403844359653,3,"1",1
9.27701141707845,3,"1",1
9.49666452339818,3,"1",1
8.92786623893278,3,"1",1
9.00174678955572,3,"1",1
9.21857662813806,3,"1",1
9.28172185265834,3,"1",1
9.2520956985481,3,"1",1
9.28342533630277,3,"1",1
9.3166079154952,3,"1",1
9.91026109190432,3,"2",1
10.0634287401473,3,"2",1
10.022145409114,3,"2",1
10.5025988322379,3,"2",1
10.0082989184057,3,"2",1
10.249546009376,3,"2",1
10.5240165452579,3,"2",1
10.0900953436711,3,"2",1
10.0423033368737,3,"2",1
9.70301539402229,3,"2",1
10.1845920901216,3,"2",1
10.0917883212141,3,"2",1
9.74927810796685,3,"2",1
9.87392312706085,3,"2",1
9.95698060809539,3,"2",1
10.1268784469211,3,"2",1
10.2991972375904,3,"2",1
10.0754723494612,3,"2",1
10.2134090142322,3,"2",1
9.94136471927784,3,"2",1
10.1897269036734,3,"2",1
9.77695020246029,3,"2",1
8.10652816632438,4,"1",0
7.7613401665977,4,"1",0
8.10720576625243,4,"1",0
7.82365062214174,4,"1",0
8.11899676371878,4,"1",0
8.04937100038847,4,"1",0
7.40925169524193,4,"1",0
7.96793120055006,4,"1",0
8.00320533985585,4,"1",0
8.06757776508505,4,"1",0
7.67037412731497,4,"1",0
8.64282351838243,4,"1",0
7.76283193142479,4,"1",0
7.944250322765,4,"1",0
8.00936533390376,4,"1",0
7.93051071174288,4,"1",0
7.88960843111778,4,"1",0
7.82156713354929,4,"1",0
8.39969358961654,4,"1",0
7.94847537672932,4,"1",0
8.28245012321219,4,"1",0
8.12010146192653,4,"1",0
9.0041100387467,4,"2",0
8.83728561721701,4,"2",0
8.49127480302628,4,"2",0
8.70617574439635,4,"2",0
8.65096104554343,4,"2",0
8.4480264547759,4,"2",0
8.35039561073618,4,"2",0
8.25966605157849,4,"2",0
8.84725781744645,4,"2",0
8.59462893487234,4,"2",0
8.3937244859198,4,"2",0
8.92565090231447,4,"2",0
8.67077638194265,4,"2",0
8.8723838575047,4,"2",0
8.74977849541201,4,"2",0
8.88251663459264,4,"2",0
8.78708621261011,4,"2",0
8.71899131715588,4,"2",0
8.77692879809905,4,"2",0
8.74171928662447,4,"2",0
8.80141967844711,4,"2",0
8.61365130690089,4,"2",0
9.73407260877664,4,"1",1
9.32634557172982,4,"1",1
9.59098447251686,4,"1",1
9.86343674631284,4,"1",1
9.47712169824538,4,"1",1
9.43283137954111,4,"1",1
9.14133134710936,4,"1",1
9.62131576837587,4,"1",1
9.35666507319204,4,"1",1
9.91654736812397,4,"1",1
9.51148554108544,4,"1",1
9.51432235998614,4,"1",1
9.34118214928892,4,"1",1
9.69596842880105,4,"1",1
9.75636189922893,4,"1",1
9.78027661888741,4,"1",1
9.11529167758129,4,"1",1
9.76502702652283,4,"1",1
9.58597837674441,4,"1",1
9.43711948927906,4,"1",1
9.50807756385701,4,"1",1
9.23807728307016,4,"1",1
9.95771717077163,4,"2",1
10.4098252454333,4,"2",1
10.1518541292026,4,"2",1
10.219251149575,4,"2",1
10.0379849999941,4,"2",1
10.6538295205899,4,"2",1
10.5324777073958,4,"2",1
10.5209984797389,4,"2",1
10.0206116999512,4,"2",1
10.4599836029485,4,"2",1
9.83392284909907,4,"2",1
10.0738740350464,4,"2",1
9.98540413591471,4,"2",1
10.3335245480822,4,"2",1
9.91930510593413,4,"2",1
10.2884113745533,4,"2",1
10.3890036411929,4,"2",1
10.1183759053316,4,"2",1
10.0609644144473,4,"2",1
10.1378629633915,4,"2",1
10.129090956796,4,"2",1
10.4906199293692,4,"2",1
7.7297866003488,5,"1",0
8.16682418339392,5,"1",0
7.47947066479926,5,"1",0
8.10852651096785,5,"1",0
7.84010839571168,5,"1",0
8.01135429063707,5,"1",0
8.21732448271132,5,"1",0
8.10539262296344,5,"1",0
7.65695782670718,5,"1",0
8.08798027403397,5,"1",0
8.07825594139477,5,"1",0
8.48521049234126,5,"1",0
7.93794267697345,5,"1",0
7.85524987099044,5,"1",0
8.04308827810169,5,"1",0
7.94225488506306,5,"1",0
7.76273700312794,5,"1",0
7.82422810471418,5,"1",0
8.10717523874045,5,"1",0
8.20479953713828,5,"1",0
7.62034113677689,5,"1",0
7.92867427543768,5,"1",0
7.76016393817925,5,"2",0
8.06564671893705,5,"2",0
7.48496842304573,5,"2",0
7.8204034187206,5,"2",0
7.54038031723296,5,"2",0
7.77152879568888,5,"2",0
7.68209478797244,5,"2",0
7.38228065771997,5,"2",0
7.54634133768616,5,"2",0
8.03048339901917,5,"2",0
7.30363036835272,5,"2",0
7.71520253909131,5,"2",0
7.80311807257376,5,"2",0
7.66779923125789,5,"2",0
7.48009382948623,5,"2",0
7.61820250237729,5,"2",0
7.47028346787339,5,"2",0
7.8206725811658,5,"2",0
7.59782125651255,5,"2",0
7.2810604030423,5,"2",0
7.94997749891872,5,"2",0
8.16276687045807,5,"2",0
9.67506876518171,5,"1",1
9.92007910043922,5,"1",1
10.1506538104159,5,"1",1
10.0572687652038,5,"1",1
9.81852724914804,5,"1",1
9.92964479700888,5,"1",1
10.0682926680751,5,"1",1
9.81184124703322,5,"1",1
10.0124587636316,5,"1",1
9.8220395243306,5,"1",1
10.0498765454719,5,"1",1
9.75216646622335,5,"1",1
10.1878544323271,5,"1",1
9.56304087245717,5,"1",1
9.53477312558557,5,"1",1
9.44501976652657,5,"1",1
10.2191088392176,5,"1",1
10.0551588479156,5,"1",1
9.75551622009179,5,"1",1
9.93229498340922,5,"1",1
10.0766393866906,5,"1",1
10.0995716146693,5,"1",1
9.43961882207263,5,"2",1
9.42328224458625,5,"2",1
9.58041036317352,5,"2",1
9.5071084362749,5,"2",1
9.50101310704778,5,"2",1
9.22013218331757,5,"2",1
9.92576888320405,5,"2",1
9.69800635195764,5,"2",1
9.67899164807037,5,"2",1
9.50777876902086,5,"2",1
9.50629644921205,5,"2",1
9.66694890585009,5,"2",1
9.62348554381313,5,"2",1
9.80876537342878,5,"2",1
9.37888840451941,5,"2",1
9.51098356119056,5,"2",1
9.57725179178766,5,"2",1
9.57074734192358,5,"2",1
9.53951692447913,5,"2",1
9.68760072020005,5,"2",1
9.64769033609387,5,"2",1
9.32268976341607,5,"2",1
7.91519122803271,6,"1",0
7.87601699987408,6,"1",0
8.31313620709835,6,"1",0
7.8547578772567,6,"1",0
8.0385751747358,6,"1",0
7.8766527302015,6,"1",0
7.79791542417463,6,"1",0
8.15001758173174,6,"1",0
8.03560062503226,6,"1",0
7.92247778680249,6,"1",0
7.7396726156721,6,"1",0
8.10601206990084,6,"1",0
7.97108044990774,6,"1",0
8.00475342252543,6,"1",0
8.14605058881061,6,"1",0
8.04547181886311,6,"1",0
7.75171295288355,6,"1",0
8.21399863615977,6,"1",0
7.75670236007569,6,"1",0
8.00956008128165,6,"1",0
8.08702067417352,6,"1",0
7.80785792810722,6,"1",0
7.43918895547062,6,"2",0
7.70365389297621,6,"2",0
7.80668613537721,6,"2",0
7.9963107994774,6,"2",0
7.88082997507853,6,"2",0
7.86020910177354,6,"2",0
7.4144525119511,6,"2",0
7.48900918998522,6,"2",0
8.06719871225994,6,"2",0
7.55059291923327,6,"2",0
7.64653121741061,6,"2",0
7.70132814923661,6,"2",0
7.39322799376065,6,"2",0
7.82256238512338,6,"2",0
7.64597326335624,6,"2",0
7.74452314632599,6,"2",0
7.89983106850119,6,"2",0
7.28421235976405,6,"2",0
7.618129311989,6,"2",0
7.62761050666862,6,"2",0
7.59083067468175,6,"2",0
7.74405815762498,6,"2",0
9.43117841140792,6,"1",1
9.25326653050689,6,"1",1
9.44515961096524,6,"1",1
9.50654165534336,6,"1",1
9.34609323006237,6,"1",1
9.04021727498282,6,"1",1
9.51694536731408,6,"1",1
9.48787418734445,6,"1",1
9.3314265190261,6,"1",1
9.29754645769131,6,"1",1
9.29557082131556,6,"1",1
9.37557295156628,6,"1",1
9.13991194239465,6,"1",1
9.38772643110046,6,"1",1
9.20269167718504,6,"1",1
9.31308028004289,6,"1",1
9.55412162022697,6,"1",1
9.12096497360011,6,"1",1
9.65502715226094,6,"1",1
9.56137705310199,6,"1",1
9.3021075947006,6,"1",1
9.47812296066023,6,"1",1
9.3222534797483,6,"2",1
9.16944307085368,6,"2",1
8.86330084667943,6,"2",1
8.97811760640985,6,"2",1
9.24108108435242,6,"2",1
8.84949441713022,6,"2",1
8.94904152709934,6,"2",1
9.08789585864389,6,"2",1
8.82494654093897,6,"2",1
9.10158701418535,6,"2",1
8.92456484899692,6,"2",1
8.96864917370296,6,"2",1
9.01845779791629,6,"2",1
8.91212227460472,6,"2",1
9.15218058243327,6,"2",1
8.78671270634118,6,"2",1
9.14678292758915,6,"2",1
8.81407566694432,6,"2",1
9.02942035656543,6,"2",1
8.88298511546827,6,"2",1
9.23201928153266,6,"2",1
9.02253578859674,6,"2",1
8.13203027375596,7,"1",0
7.70057789288744,7,"1",0
7.70624789664187,7,"1",0
8.12865292682298,7,"1",0
7.82331792920994,7,"1",0
7.98576977240658,7,"1",0
7.91173731313201,7,"1",0
8.04447779405711,7,"1",0
7.72305852477659,7,"1",0
7.99435131202044,7,"1",0
8.08975396841476,7,"1",0
7.92122023723165,7,"1",0
8.14145162637217,7,"1",0
8.13025217139567,7,"1",0
8.19330725833782,7,"1",0
8.07241489885021,7,"1",0
8.18767557671315,7,"1",0
7.70051353680091,7,"1",0
7.77941876074786,7,"1",0
7.97391069731839,7,"1",0
8.01147668712974,7,"1",0
8.03852980026257,7,"1",0
8.55041000278206,7,"2",0
8.9467190458235,7,"2",0
8.51937228961316,7,"2",0
8.3754372778126,7,"2",0
9.1460706231285,7,"2",0
8.56069303083957,7,"2",0
8.57975464892481,7,"2",0
8.50747061387901,7,"2",0
8.30220079900362,7,"2",0
8.12801389397706,7,"2",0
8.12201404980913,7,"2",0
8.20783291285177,7,"2",0
8.47021956531847,7,"2",0
8.54572551115449,7,"2",0
7.94574276377635,7,"2",0
8.41155973086218,7,"2",0
8.18779662527377,7,"2",0
8.2607907097741,7,"2",0
8.32307542311608,7,"2",0
8.39664402225438,7,"2",0
8.51978017279219,7,"2",0
8.4988094653488,7,"2",0
9.82196870821776,7,"1",1
10.0861958185858,7,"1",1
10.044064501422,7,"1",1
9.94896244038773,7,"1",1
9.94322156994176,7,"1",1
9.90714524372158,7,"1",1
9.80854060371569,7,"1",1
9.97450610086096,7,"1",1
9.78004143053768,7,"1",1
9.88799788007969,7,"1",1
9.91505410328723,7,"1",1
9.65582405500772,7,"1",1
9.59970304697198,7,"1",1
9.58682303805922,7,"1",1
9.68370230223259,7,"1",1
9.98693319156927,7,"1",1
9.6658064184707,7,"1",1
9.71675203649148,7,"1",1
9.64780499111086,7,"1",1
10.2509671109598,7,"1",1
9.89084681131265,7,"1",1
9.51023274564942,7,"1",1
10.2360813456861,7,"2",1
10.0044404575024,7,"2",1
10.268136452837,7,"2",1
10.3546923908782,7,"2",1
10.1910079255312,7,"2",1
9.82222645983591,7,"2",1
10.2839539892568,7,"2",1
10.5974321165632,7,"2",1
10.4063268499337,7,"2",1
10.1567466238335,7,"2",1
10.3072152573641,7,"2",1
10.4765704220378,7,"2",1
10.1676772248069,7,"2",1
9.80832541700297,7,"2",1
10.3298701525589,7,"2",1
10.2885209483532,7,"2",1
10.5192348980546,7,"2",1
10.396256569643,7,"2",1
10.6009335781533,7,"2",1
10.3172174103914,7,"2",1
10.8337735372464,7,"2",1
10.5521178319301,7,"2",1
