"mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
-8.55938325886243,0.470351482864991,4.7883231416048,-17.8518063041193,-12.0618510230016,-8.3977398480631,-5.2478813170496,0.734233010766553,103.638678670727,1.0000385315174
-8.93568599409915,0.449051937754279,4.76057243408393,-18.086453881166,-12.3770025222596,-8.75327886802993,-5.57000567137598,-0.0890233856323499,112.38936188577,0.999140786883284
-8.33586165748536,0.501937473850992,4.84826372768779,-17.8724790771195,-11.6822658357924,-8.20125953604431,-4.97268388069607,1.08631817090543,93.2981925662267,0.998882749217992
-13.5093286788834,0.762784968082894,5.89449016278051,-25.1274030561668,-17.774913932513,-13.2787187077799,-9.59070613440457,-1.87715703256755,59.7156608091059,1.03313829635306
-13.1749383292648,0.789267910968898,5.84890169978634,-24.4219679898066,-17.0996431243409,-12.8426311154336,-9.17129739429963,-1.59210350680618,54.9161082525217,1.03542989056318
-13.2862936736243,0.757284723813998,5.86316623918806,-25.0724129243733,-17.281058345132,-13.133073012859,-9.19141852501109,-1.69860993638627,59.9440419571551,1.03147744516374
-12.858630549307,0.780691597746535,5.84324472503759,-24.2127523566744,-16.8056438030614,-12.5807686208266,-8.87051235926527,-1.93212989649796,56.0207786398235,1.03218377055551
-13.3089814238571,0.757231596259966,5.79952115107249,-24.3913775916397,-17.4681048003606,-13.1121629647378,-9.33318811258169,-2.14626399377787,58.6579416528369,1.03040872919483
-13.3519060563915,0.761607368776238,5.81141163748588,-24.6917395878093,-17.3719983461222,-13.2269239912334,-9.34418386732079,-2.23551792545526,58.2238611877575,1.03266202912146
-13.2849599686121,0.777363981211098,5.80301314101992,-24.6198909638796,-17.3259927154174,-13.0403372210592,-9.2636309230029,-1.53783079047653,55.726052555427,1.03327052248722
-13.4222210109718,0.776372695930782,5.8483856413662,-24.7735306619479,-17.4395441669982,-13.2392002292976,-9.44882991770558,-2.02981626536691,56.7455092179629,1.03365868952141
-13.2101913506129,0.785371166676526,5.81830293685841,-24.8181409263893,-17.2755497204083,-12.7904002402742,-9.17935684509891,-1.81705057857358,54.883620559858,1.03402907093264
6.95782969589078,0.375181174989202,4.1933723162663,-0.986810050931202,4.11617272590072,6.77923733965574,9.84704672064429,15.1828849398714,124.923679982277,1.01431584036687
6.20890466593045,0.392121721018709,4.20194642852792,-1.36156736385194,3.21165261891586,6.06590944692512,8.85156173225118,14.347432160585,114.831019923219,1.00859670064021
6.26617010631532,0.396082947696639,4.25683799216649,-1.53511815838484,3.342687525073,6.17652003254385,9.19491348585185,14.6469348545312,115.505310838482,1.01410701296629
5.73279930826986,0.380849349438614,4.14255279736651,-2.57178439135916,3.03935394718179,5.7818177747685,8.50541528273516,13.4033324913772,118.312237675627,1.01073132023606
7.97810667407308,0.399231415055536,4.34888792780113,-0.183061690366616,4.94355093979487,7.8129035701507,10.9499216653537,16.6446284132797,118.660729958813,1.00941099950492
5.9898515767768,0.388455582462482,4.24553354399274,-2.03182009149872,3.0035760174088,5.93949847754993,8.81641893332295,14.283424606318,119.448807698283,1.01645311939063
5.37026000752904,0.382050158235503,4.10873429284068,-2.81294952826752,2.48560069238906,5.42250822194226,8.11484700759795,13.0154752209828,115.657911542027,1.01420025782896
6.24787694491287,0.407929339591195,4.2670301816054,-1.94363326587636,3.14061089483821,6.12355491053049,9.13594736499661,14.3508582450824,109.416179115341,1.01397294149199
5.69701486412596,0.390551249339989,4.13379765639483,-2.44445060171122,2.78651003927052,5.71554729818311,8.41205131405647,13.537076269939,112.032071583642,1.01740669498318
-18.1044413090143,0.719360009138277,17.7604649945134,-50.0342621278469,-30.3284784074027,-18.7803361179795,-7.29088478313412,20.1472668757646,609.55946978974,0.998492301129067
0.104051851679831,0.567338316876851,15.3131561826609,-29.2912937188189,-9.5787809145543,-0.535507614083545,10.0084997789129,30.0765652203669,728.526228971804,1.00063398111831
6.68330164239082,0.702022011545802,16.8688864244634,-27.3795215386751,-3.44030924184113,6.39841744459375,17.8459199940799,39.0774230897596,577.392807389842,0.999428540926575
5.83934887868406,0.550475778840623,15.135654701499,-24.0435376605862,-3.5551879824798,6.04283641034375,15.7201351120483,35.1731053297843,756.007307770579,0.998873516818601
-3.12978486885057,0.559306143878165,15.7181247369628,-34.936622249115,-13.6734197684164,-2.78925954479148,7.38588454912596,27.2945160568895,789.772999079146,0.998461881474257
11.1623282884443,0.720745751289803,17.3093782321155,-25.5168365804657,0.904511525278183,11.7551560076633,22.3295603840812,45.4657083544016,576.764808552729,0.999157528909675
-3.31527242454059,0.680163009409732,16.4982285713358,-36.7257658769591,-13.4762284382985,-3.2761847506168,7.23530977005846,30.8716219938483,588.367416824101,0.998120902625006
-10.3012857618809,0.581780253135823,15.9411826188759,-42.6982181230731,-20.1150170864611,-10.4630589910859,-0.715272639854142,23.4214071648711,750.798024848536,0.998895891571152
8.84888121617486,0.547064548436762,17.2997000019168,-28.4429008176407,-1.01724207966825,9.30405931201273,20.5874233034824,42.9777111723377,1000,0.998584914777592
-1.51869253785672,0.859200417086204,19.5631104885788,-37.4937582755384,-14.7312342763246,-2.24287720284307,11.0024954489312,39.4014560661944,518.426099163279,1.00037020756418
1.55170627626637,0.548617636807135,17.3488129684957,-34.1777775076795,-9.82109648214458,2.41734114123593,13.2047295045704,34.5230996587801,1000,0.998554302713442
2.33305218494407,0.59270567241074,18.7429990691956,-33.6012454628889,-11.0265749770637,2.77303128039217,14.9971616040905,39.4079422877459,1000,0.998311000014147
-3.20704033526756,0.708998681283574,19.054863843498,-39.4366877742032,-16.2962198416471,-2.46089441323268,8.90085087302639,35.1046214523671,722.305372115956,0.999569409555621
10.8401455384197,0.806872188872858,20.1784517955311,-31.7261768106212,-2.4233515166938,11.8228235164985,25.0877292773021,49.3109910774077,625.411971622223,1.00063986988227
-3.0928981778809,0.594591187762592,18.8026242999463,-39.2387400275267,-16.4375908471045,-3.22635969286104,10.1199480747667,33.2690863568666,1000,1.00095884031713
-5.69292688056591,0.607937944233007,19.2246857981673,-42.4006633537138,-18.0283930567303,-5.56573790523696,6.52410302141322,33.1735418982582,1000,1.00072774180469
-1.98589118580857,0.586901135591812,18.5594434980944,-35.7386042623222,-13.7224388929292,-2.67090887238427,10.388156115903,37.2411618819016,1000,0.998828848200631
0.831632081461825,0.578099504877749,18.2811114962931,-34.4825927459585,-11.9619463366091,0.218064282217624,13.1405095917563,35.070781442566,1000,1.00006274730061
7.5619575562864,0.613846359934681,19.4115263079712,-32.4676550714965,-5.48507110642368,7.02509992454398,21.4036801799947,43.208009733871,1000,1.00136112557678
-0.218320001644674,0.601676539861653,19.0266828065191,-37.3819854281532,-13.4367310686919,1.04038833845697,12.2358998378698,37.1100340947834,1000,1.0017011116593
-0.779310774998203,0.574771905028748,18.1758835496483,-35.6086063079398,-12.0229719506148,-1.28177949731,11.4118039533678,35.2427317696733,1000,0.998579385167375
-6.11654603382942,0.620587263047962,19.6246923812161,-45.0048381967302,-19.049370428578,-6.39171459492758,7.10676573188009,31.6797655378641,1000,0.999387608543574
5.20505023116279,0.631824409633552,19.9800421573326,-33.5055017345125,-8.67502835673849,5.10480233312498,19.1007070989355,43.0549525773285,1000,0.999147478938049
2.08165954200999,0.569119928849301,17.9971523695676,-30.5415586500388,-10.5093927544078,2.21115368842777,14.2642822483794,36.0349496713795,1000,1.00005775051134
-4.89067541349893,0.607450532841169,19.2092724966101,-40.5585920148081,-17.0963592345831,-5.80137999741498,6.48934618722485,37.1812634329843,1000,1.00686673933447
1.89949502760323,0.59318340402462,18.7581062692969,-33.3879171859915,-10.5606742586023,1.23219033347362,14.4292606573229,39.4604537488176,1000,0.999783077022694
-1.77505998858619,0.609818563910335,17.3854080390061,-34.9076654956215,-13.7130653565906,-1.30994658326575,9.31526736490122,31.5294256772377,812.771552162242,1.00443869292398
-0.732699538295715,0.582157193643228,18.409426881643,-35.8620787197614,-12.4410765813304,-1.15226490311216,11.0232364636066,37.3366372700841,1000,0.998792984632719
2.53325687982586,0.638205088267034,17.4648750182201,-31.9377603856669,-8.16156426463124,2.80094767147754,13.8758662126505,37.8859941741451,748.87690848313,0.998984462061321
-5.52916723849007,0.700038509908168,18.8742977730214,-44.7821819239579,-16.5803176785881,-5.5708642882022,6.74287095674162,32.6204553453874,726.938618921186,0.998946176937865
13.2360732698275,0.80206196759429,18.842949111482,-24.2840707309735,1.06527359518616,14.0799855859718,26.5757447626729,48.5041870239879,551.927335211497,0.99938267179522
-0.883506808862244,0.722065578281509,17.931280551657,-38.593196251494,-12.6929886417353,-0.076757012331812,11.5569330377411,33.9490091407271,616.693437284374,1.00414435787453
-4.7606131534988,0.742198554456051,17.9684754631044,-39.4451235215252,-16.1891016663025,-4.40265602088446,6.98170399976376,30.4679118187264,586.114213765098,1.00055106806515
1.10187834608426,0.599474341800547,17.2211103765321,-33.7481332214722,-10.4860483205229,0.339713173202729,12.01569757473,34.5159649608648,825.241579377994,1.00003372493156
-5.70212260411642,0.677746098777431,17.6446792273016,-40.710589116515,-17.8949008794226,-6.0229389402449,5.73367290002762,28.5693975650956,677.787386114341,1.00045866694848
0.786761375814073,0.558653461618431,17.666173614517,-34.3612259476338,-11.7941094294846,2.10535049384488,13.0872784336919,34.0938631665944,1000,1.00129681903976
-7.32559804337636,0.601640136381448,19.0255316273971,-44.0304726280634,-20.1521846923044,-7.47948728274919,4.92470011362429,29.1352946965603,1000,0.998664391581823
1.94994652911394,0.592903703053149,18.7492613479608,-35.5414650161101,-10.3094154518241,2.75507986887105,14.1911475473136,39.308618395342,1000,0.998504837105799
-0.933724512509506,0.8008866551681,19.9372917668686,-39.3809698752095,-14.4544596995055,-1.35037592333818,12.1482822069035,40.0242836016403,619.712440351522,0.999312718791334
7.42377300320618,0.581024848130981,18.3736189724733,-29.6430576288045,-4.50392732728857,7.72393338402581,19.5077078114936,42.1072922668249,1000,0.999840307806343
1.24265894953704,0.557725990750732,17.6368444104632,-32.7896703622682,-10.6471199823596,0.677992418333995,13.3973674920161,36.2581035540374,1000,1.00757084380331
-1.79981522099297,0.58192979334206,18.40223585272,-38.3309931827699,-14.0134835376343,-1.7017196029758,10.1880814464422,34.7704361371348,1000,1.00024923370321
-0.666864505695027,0.700586763909786,18.1833680049537,-35.7771458589205,-13.2035823527077,0.0823746478133603,11.4785259587573,35.3343117346322,673.635243443937,0.998402491759591
-2.88510036089099,0.576778965977284,18.2393523896498,-37.9868411600979,-15.4713748754585,-2.2498967011967,9.4786595046765,32.9107638556789,1000,0.999490973518962
3.23928300698853,0.610082223787896,19.2924938715031,-35.7408401198589,-8.44520031444775,2.95479760011856,16.2296660288873,41.9399373561436,1000,0.998124196395878
3.33720412186414,0.758705545460394,18.6928408905689,-31.4502421963636,-9.83575438798083,2.87342947390492,15.8746966187763,41.4085759236033,607.021539723975,0.998609456847959
1.04143092752421,0.567899165381312,17.9585484391359,-35.7453944667012,-10.4141578957404,1.54759538782857,13.0301700951221,36.111963121818,1000,0.998075481058662
-1.89621440288972,0.602342645927782,19.0477469298414,-39.965431296024,-14.1926414391637,-2.27125021282447,10.8675488645337,34.1180084613864,1000,0.999184095617164
10.6946697292266,0.827078821353315,18.5772729860168,-29.195373738215,-0.301853034235811,11.6745566075663,22.7698405131115,46.2683183940309,504.510402658521,1.00227600366482
-6.73245517886003,0.64073897129531,17.6716222120402,-41.4860126854248,-17.9152042949562,-6.09211063507238,4.13373379360454,28.988839908774,760.659962649572,1.00029904309839
-6.4961234253165,0.565679962191622,17.8883710724346,-42.6965416024403,-18.5449770514054,-6.64779773817075,5.81852364039343,27.2513940166282,1000,1.00237011739071
-3.33311857245355,0.765386798191057,18.2826139958663,-38.743710802271,-15.481069874326,-3.33394610234938,8.88476346665123,31.3775752549633,570.577505549505,0.99818644843643
-1.38376554759029,0.77006962189039,18.3936807477465,-35.9450838280294,-13.7988995061867,-2.32221461018921,10.2956046013791,35.8826808541895,570.528449873467,1.00016759736257
1.2762362163466,0.582091539343517,18.4073507103903,-36.0708957071377,-10.5096438414286,1.78386273650753,13.4815316053014,37.2641822491178,1000,0.998636039089835
-4.88283424318213,0.56826861566696,17.9702314829844,-37.8112170422537,-17.6910398104931,-5.09744343343967,7.63367903055638,28.2542689096706,1000,1.00174923134449
-1.23124487578328,0.585493621705287,18.514934000897,-37.1716725570321,-14.3989331669889,-1.55930281103419,10.9997269389152,36.6931417836489,1000,1.00149542085314
-0.10249230752319,0.588459240858137,18.6087151128533,-34.5124623997535,-12.6478177187374,-0.863617448850483,13.0123992818703,36.2577480773458,1000,0.999585383915276
8.12161710866509,0.754722491736255,18.1192810457184,-26.4269274588779,-4.19083386844572,8.18243596014586,20.8850455656462,42.183403256879,576.37792233232,1.00096065809696
-2.1024906338906,0.765999481637511,17.0956632969377,-35.8095452278622,-12.4168998084121,-2.33579429300619,8.48204641959181,33.0791979536514,498.098185817455,0.999044100642873
-2.38903528640946,0.587263037794154,18.5708878505907,-39.2681805855139,-14.7532409450435,-1.9317742024398,10.106605915241,35.5369714685114,1000,1.00035880694646
0.95212696218864,0.546292784422091,17.2752946808916,-32.4444293784628,-11.1127732733102,0.56985022292179,12.4976757316106,36.6205670971139,1000,1.00757787963929
-2.09155333661416,0.57319111276439,18.1258945090189,-38.3993129787731,-13.8952554167849,-1.92405905982086,9.48124211188488,35.3233919183926,1000,0.99912852010704
3.16246887385754,0.606861898001714,19.190658228582,-35.589390459481,-9.54577872130919,3.49651366276856,16.507227494425,38.4125183493229,1000,0.999007056998395
1.72582110167625,0.53937524459349,17.0565428642585,-32.4139273727983,-8.64113897998466,2.11523843294258,13.5888369899014,33.3020092552219,1000,1.00101976058114
-2.51050073559629,0.673887472689823,17.8192561605285,-37.6188179546289,-14.1723344316394,-3.36470221445274,10.2341522384403,32.0285194827496,699.204759668874,1.00104926757251
-5.23092682553793,0.588905218633552,18.6228181684146,-42.2620171695884,-17.7089614151843,-5.46396006807567,7.64462783651416,32.0132229078413,1000,1.00092246871788
-3.64767173510612,0.574551548966918,18.1689152791322,-39.1908112807244,-16.1885671991532,-3.75351592485435,8.66138397775465,32.9382432633534,1000,1.00224288678261
7.12826334454045,0.604682507147384,17.3862062811446,-25.5272732005828,-4.2608705643917,7.3365060219376,18.7535928779525,41.3251856196306,826.713150444075,1.00276225017283
-5.60341802638355,0.631623421638229,18.5663688933295,-41.3729218502333,-17.7230906287219,-5.39826661275211,6.38098091373698,33.130519949454,864.047261983774,0.998251045382185
-2.26932829325698,0.536088421303191,16.9526043856202,-35.3104309797959,-13.7120253754523,-2.15732216979967,9.37866180880818,30.3543996981855,1000,1.00155134355352
-0.385933419916856,0.673231473523817,18.1837929578935,-37.4117048063262,-11.4592032450155,-0.618005400479195,11.3394627956707,35.639650615912,729.524923352323,1.00015171313533
7.60004086649456,0.578148727687452,18.282668058208,-28.7704689188572,-3.91077578645397,8.41467349345786,19.642270208139,42.9648420895275,1000,0.998843034136954
-4.78868533803112,0.540077032243749,17.0787353383444,-37.7008049205566,-15.7192303221148,-5.09798209050595,5.72320031651374,29.6675196605912,1000,0.999187590522653
5.44782761257575,0.600626656554987,16.7704188266244,-28.6636992160895,-5.09943485166537,5.37854424805337,16.7127137762179,37.7533229088528,779.61217381398,1.00520191124075
0.758268903470283,0.630951383481679,17.6267814097984,-36.759546175937,-10.4450771626011,1.32057449083027,12.6588577181995,34.3000847556456,780.466459043588,1.0013203965755
16.5995886224415,0.623369613980702,17.0919541284784,-20.5806118155732,6.88926479587506,16.9468020495139,28.5253054298889,47.1852592063119,751.782443661277,0.998819845345751
0.708352805544618,0.635963542740413,16.7871866174466,-34.8195345677869,-9.62139127889183,0.891032991168343,10.8355105319669,35.084260245919,696.773133740004,0.998220176812557
-2.12541101550735,0.555556972141907,17.5682540195514,-38.3083765031052,-13.7263595905247,-2.12573703643028,10.5563571579292,32.4271268939965,1000,1.00012993642151
-12.069153263742,0.630659458278477,16.5209339623096,-42.4369359739602,-23.0292223551672,-13.0493687613328,-2.26565319344056,23.2142062851728,686.245269319558,0.998836371457376
-3.23230822108625,0.564623267693709,17.8549554583909,-39.3754786027616,-14.2796017527116,-3.63509437660174,8.06353441960613,34.5522805264114,1000,1.00074797232026
-2.2513699645755,0.625333101222386,16.2686808632377,-37.2510311721286,-12.0214036990079,-2.26957014485064,7.66514220097873,31.0030096737265,676.833495935467,1.00309331825133
94.7477554881604,1.19152984114916,9.66934743648562,75.9077803314237,88.8680028511896,94.4613005967283,100.762408456966,114.494478167662,65.8543525026822,0.998879930452348
-3.86098247038522,0.0640486011130813,0.49420338657825,-4.91235695067492,-4.16119716968726,-3.85354403317583,-3.54031653219376,-2.88446964070866,59.5377114246694,1.00042537397746
-8.62427012499171,0.482845433151731,4.72195300075698,-17.8158737519139,-12.105560532776,-8.41250736991273,-5.42828486718828,0.0581012682541261,95.6372465244616,1.00011190982469
-13.2426280958467,0.761991183229569,5.75595844297579,-24.542245186278,-17.1525397920135,-13.0091564745148,-9.28756685682597,-2.13633281244304,57.0604781943382,1.03448516027825
-5.14277132700778,0.104524821538543,0.81827087381087,-6.80642772700078,-5.67336432953159,-5.14325974642006,-4.62446170829883,-3.56500480057058,61.2851588612832,0.999180777768462
6.2497050160699,0.386955059868095,4.0136334091324,-1.30419883640778,3.54064343211391,6.26403855872225,8.91436613440541,14.1632781495365,107.585649557001,1.01358147065534
0.215932688601558,0.00560016537109273,0.0450121483788148,0.128456753312047,0.18839838029599,0.215950560426922,0.244959329829507,0.310273592156476,64.603757769665,1.0003113902411
-0.0710189474638711,0.0157709387927347,0.183872365023647,-0.429234459543801,-0.195646958867404,-0.0672412844796569,0.0520625199343907,0.298990168572035,135.930787142862,1.01120222439747
-0.330952338480446,0.0117202368738018,0.230063831169909,-0.787951020582228,-0.482109311518968,-0.331104166912019,-0.169954839590635,0.10271575171927,385.322098674879,1.00116811101402
0.268196248091872,0.0170006790896109,0.217954472285227,-0.156325035850744,0.122275836390476,0.262489626935863,0.412167282037171,0.732490238751761,164.361096789909,0.999955075963409
0.303120885276369,0.0278333999290677,0.246308178563345,-0.172774875103626,0.138336318830654,0.300908199534724,0.471569069363437,0.799635454509928,78.3114283944007,1.02141926035659
0.394667261942072,0.0180386431220643,0.279795768844482,-0.137567030395216,0.19198578079015,0.394238607964519,0.587633116240734,0.939178305747992,240.588327060755,1.00114171857609
0.810126705960983,0.0279743707190921,0.302527396140597,0.233205747892232,0.601362534796181,0.80069456976848,1.00595151903859,1.42537952211497,116.952299976859,1.01561355804104
-0.316573807828009,0.0514806210438335,1.16111962111911,-2.55085842476087,-1.09672820389684,-0.332250374812431,0.433244641280126,2.00722740293327,508.705429755755,1.00149881104983
-1.04553636933476,0.0598403027157056,1.35423053103376,-3.72941920197356,-1.90957453566248,-1.04889377044068,-0.128257950945319,1.6893739421195,512.150543278901,1.00163632755762
0.230012745980316,0.0142442978844335,0.167835065263128,0.0211689385233996,0.0948823698987186,0.200131665418679,0.319636787354152,0.652804175853302,138.829995303153,1.00690706889823
0.215981852854212,0.0125644047402425,0.181078762465732,0.0204488186715718,0.0873102682725514,0.169370349757816,0.287290407074687,0.678127318405023,207.707031793515,1.01847900876956
1.51147488999668,0.098577164091795,1.23322266231507,0.147488910509187,0.669067100360046,1.2503415596551,1.94679413903622,4.78676236988502,156.505770076089,1.00482369090306
1.00019698607046,0.0921279521305467,0.871261244454956,0.0493637779427522,0.357239864019659,0.737920577824986,1.41113529220468,3.36364843583708,89.4363274137867,1.01053209751801
1.7664191490357,0.092819499433718,1.24228673091828,0.225117522807397,0.884260950064074,1.53743295355643,2.3194648251151,4.99986253017184,179.128730890243,1.00653059487351
10.8967558630879,0.280954508720103,4.46174566586175,5.07117889024841,7.81303965888161,9.99199539676089,12.9490163803684,21.8199383956234,252.195660189463,0.998978247635504
0.000902464811973478,3.61955725752058e-05,0.000663012793510148,6.71203502609604e-05,0.00043567659377676,0.00078196718491039,0.00121973917520425,0.002532181792998,335.531203883444,0.998224684075738
0.00327150754127265,0.000117014326133068,0.00271123375528463,0.000191211912559474,0.00132172040219446,0.00274703740739612,0.00452531083093701,0.01016881161576,536.853580482674,1.00030650144235
0.00561672557036542,0.000250504825617052,0.0051123433583663,0.000185845482925983,0.00201677954557487,0.00430296446434624,0.00775569371461438,0.0181038735898825,416.49312434828,1.0040375134069
0.00404570660937611,0.000148029189289544,0.00322533846951438,0.000166281576186497,0.00177268996695031,0.00341308477069142,0.00552513281751854,0.0122706709352966,474.740050689544,1.00341619618118
0.00306333376296686,0.000109623663694799,0.00268433338945701,0.000128084623398653,0.00112251754760797,0.00240091153652954,0.00428628657275409,0.00959514867913406,599.603669669015,0.999522187949283
0.00679246072514348,0.000342182596396853,0.00578394335911334,0.000151788135998141,0.00251098735290775,0.00530660337312886,0.00948488686336353,0.0221641337518788,285.714464962946,1.00130736130267
0.0050506470573267,0.000166531630294274,0.00422304818728791,0.000283646705499058,0.00192561624838415,0.00400957429075962,0.00705526005844668,0.0159634889745267,643.070528507999,1.00160256547435
0.0631238608126267,0.00208153440527465,0.0523301794223023,0.00220902657618245,0.0246992583108374,0.0495936894518718,0.087227361825791,0.197655278160549,632.029370204159,1.00843739240829
0.0881513296896243,0.00341559932501601,0.0649533995113747,0.00447990235040512,0.0407871226006198,0.0792331187414585,0.118239648621265,0.254901490478455,361.634565181744,0.998576356390358
7.34618744979813,0.00620531654677249,0.168846528559819,7.01701091740873,7.23585842568844,7.34135275370253,7.45047301665121,7.7008312247498,740.38291888922,1.00025541766072
0.197317638425664,0.00532693733503738,0.0481833958966443,0.101525515453425,0.165805625968119,0.198282121520679,0.225540940402299,0.296866459404029,81.8162621828494,0.999719571763337
0.216037797511367,0.00546205380958965,0.0452735642029798,0.124698856583735,0.186924354687312,0.216120512028445,0.244954264893156,0.308205869831248,68.7032724268293,1.00057692765608
0.223114480227075,0.00579392691931524,0.0459222881774389,0.131462431994208,0.194504913249534,0.221602076005738,0.251612696011824,0.317418948147301,62.8204456794805,1.00039392318414
0.22138429761078,0.0055906392508478,0.0456327988213707,0.133823796197716,0.19305026234722,0.220281721265898,0.250444674886184,0.315236136245145,66.6240875568919,0.999789338321029
