Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Category,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Observed_Status_Conflict_Flag
2,43.08535,-70.69133,12,ME,61,Acer,saccharum,sugar maple,Plantae,2,Sugar maple 01,498,Leaves,Colored leaves,2014,9,26,269,2456927,10,2014,10,25,298,2456956,7,6,30,-9999
2,43.08535,-70.69133,12,ME,61,Acer,saccharum,sugar maple,Plantae,7,Sugar maple 02,498,Leaves,Colored leaves,2014,9,26,269,2456927,10,2014,10,18,291,2456949,7,5,23,-9999
2,43.08535,-70.69133,12,ME,61,Acer,saccharum,sugar maple,Plantae,2102,Sugar Maple 03,498,Leaves,Colored leaves,2014,8,16,228,2456886,11,2014,11,8,312,2456970,5,11,85,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,2103,White ash,371,Leaves,Budburst,2014,5,12,132,2456790,4,2014,5,16,136,2456794,4,2,5,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,2103,White ash,467,Leaves,Increasing leaf size,2014,5,16,136,2456794,4,2014,5,29,149,2456807,8,3,14,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,2103,White ash,471,Leaves,Falling leaves,2014,8,29,241,2456899,13,2014,10,18,291,2456949,7,7,51,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,2103,White ash,483,Leaves,Leaves,2014,5,16,136,2456794,4,2014,10,14,287,2456945,4,15,152,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,2103,White ash,498,Leaves,Colored leaves,2014,8,29,241,2456899,13,2014,10,14,287,2456945,4,6,47,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,2112,Witchhazel,371,Leaves,Budburst,2014,5,5,125,2456783,3,2014,5,8,128,2456786,4,2,4,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,2112,Witchhazel,467,Leaves,Increasing leaf size,2014,5,8,128,2456786,3,2014,6,6,157,2456815,13,6,30,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,2112,Witchhazel,471,Leaves,Falling leaves,2014,10,3,276,2456934,7,2014,10,25,298,2456956,7,5,23,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,2112,Witchhazel,483,Leaves,Leaves,2014,5,8,128,2456786,3,2014,10,18,291,2456949,7,18,164,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,2112,Witchhazel,498,Leaves,Colored leaves,2014,9,26,269,2456927,10,2014,10,18,291,2456949,7,5,23,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,2111,White birch,371,Leaves,Budburst,2014,4,29,119,2456777,13,2014,5,16,136,2456794,4,6,18,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,2111,White birch,467,Leaves,Increasing leaf size,2014,5,5,125,2456783,3,2014,5,29,149,2456807,8,6,25,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,2111,White birch,471,Leaves,Falling leaves,2014,8,16,228,2456886,11,2014,11,18,322,2456980,3,13,95,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,2111,White birch,483,Leaves,Leaves,2014,5,5,125,2456783,3,2014,11,13,317,2456975,5,23,193,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,2111,White birch,498,Leaves,Colored leaves,2014,8,16,228,2456886,11,2014,11,13,317,2456975,5,12,90,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,2104,Red oak,371,Leaves,Budburst,2014,5,2,122,2456780,3,2014,5,16,136,2456794,4,5,15,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,2104,Red oak,467,Leaves,Increasing leaf size,2014,5,8,128,2456786,3,2014,5,29,149,2456807,8,5,22,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,2104,Red oak,471,Leaves,Falling leaves,2014,8,29,241,2456899,13,2014,11,30,334,2456992,15,14,94,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,2104,Red oak,483,Leaves,Leaves,2014,5,8,128,2456786,3,2014,11,21,325,2456983,9,24,198,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,2104,Red oak,498,Leaves,Colored leaves,2014,9,16,259,2456917,18,2014,11,21,325,2456983,9,12,67,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,24293,Black oak,371,Leaves,Budburst,2014,5,5,125,2456783,3,2014,5,16,136,2456794,4,4,12,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,24293,Black oak,467,Leaves,Increasing leaf size,2014,5,12,132,2456790,4,2014,5,29,149,2456807,8,4,18,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,24293,Black oak,471,Leaves,Falling leaves,2014,10,3,276,2456934,7,2014,12,15,349,2457007,-9999,12,74,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,24293,Black oak,483,Leaves,Leaves,2014,5,12,132,2456790,4,2014,11,30,334,2456992,15,24,203,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,24293,Black oak,498,Leaves,Colored leaves,2014,9,26,269,2456927,10,2014,11,30,334,2456992,15,12,66,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1679,Maple (front yard),371,Leaves,Budburst,2014,4,6,96,2456754,11,2014,4,12,102,2456760,4,2,7,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1693,Maple (back yard),371,Leaves,Budburst,2014,4,16,106,2456764,4,2014,4,16,106,2456764,5,1,1,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1679,Maple (front yard),467,Leaves,Increasing leaf size,2014,4,6,96,2456754,11,2014,4,27,117,2456775,5,6,22,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1693,Maple (back yard),467,Leaves,Increasing leaf size,2014,4,16,106,2456764,4,2014,4,27,117,2456775,5,4,12,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1679,Maple (front yard),471,Leaves,Falling leaves,2014,9,24,267,2456925,3,2014,11,10,314,2456972,4,9,48,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1693,Maple (back yard),471,Leaves,Falling leaves,2014,10,9,282,2456940,4,2014,11,19,323,2456981,10,8,42,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1679,Maple (front yard),483,Leaves,Leaves,2014,4,6,96,2456754,11,2014,11,10,314,2456972,4,29,219,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1693,Maple (back yard),483,Leaves,Leaves,2014,4,16,106,2456764,4,2014,11,14,318,2456976,5,28,213,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1679,Maple (front yard),498,Leaves,Colored leaves,2014,9,24,267,2456925,3,2014,11,10,314,2456972,4,9,48,-9999
3,35.879211,-84.172203,284,TN,61,Acer,saccharum,sugar maple,Plantae,1693,Maple (back yard),498,Leaves,Colored leaves,2014,9,24,267,2456925,3,2014,11,14,318,2456976,5,10,52,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1677,Peach (older),371,Leaves,Budburst,2014,3,21,80,2456738,5,2014,3,21,80,2456738,5,1,1,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1678,Peach (younger),371,Leaves,Budburst,2014,3,21,80,2456738,5,2014,3,21,80,2456738,5,1,1,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1677,Peach (older),467,Leaves,Increasing leaf size,2014,4,6,96,2456754,11,2014,4,16,106,2456764,5,3,11,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1678,Peach (younger),467,Leaves,Increasing leaf size,2014,4,6,96,2456754,11,2014,4,16,106,2456764,5,3,11,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1677,Peach (older),471,Leaves,Falling leaves,2014,9,24,267,2456925,3,2014,9,24,267,2456925,4,1,1,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1677,Peach (older),471,Leaves,Falling leaves,2014,10,9,282,2456940,4,2014,11,10,314,2456972,4,6,33,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1678,Peach (younger),471,Leaves,Falling leaves,2014,9,24,267,2456925,3,2014,9,24,267,2456925,4,1,1,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1678,Peach (younger),471,Leaves,Falling leaves,2014,10,9,282,2456940,4,2014,11,10,314,2456972,4,6,33,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1677,Peach (older),483,Leaves,Leaves,2014,4,6,96,2456754,11,2014,11,1,305,2456963,9,28,210,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1678,Peach (younger),483,Leaves,Leaves,2014,4,6,96,2456754,11,2014,11,1,305,2456963,9,28,210,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1677,Peach (older),498,Leaves,Colored leaves,2014,9,21,264,2456922,5,2014,11,1,305,2456963,9,9,42,-9999
3,35.879211,-84.172203,284,TN,88,Prunus,persica,peach,Plantae,1678,Peach (younger),498,Leaves,Colored leaves,2014,9,16,259,2456917,13,2014,11,1,305,2456963,9,10,47,-9999
6,43.040955,-76.212914,163,NY,3,Acer,rubrum,red maple,Plantae,68650,red maple,371,Leaves,Budburst,2014,5,3,123,2456781,9,2014,5,3,123,2456781,-9999,1,1,-9999
6,43.040955,-76.212914,163,NY,982,Prunus,maritima,beach plum,Plantae,68422,beach plum front yard,371,Leaves,Budburst,2014,5,3,123,2456781,9,2014,5,8,128,2456786,7,2,6,-9999
6,43.040955,-76.212914,163,NY,982,Prunus,maritima,beach plum,Plantae,68422,beach plum front yard,467,Leaves,Increasing leaf size,2014,5,15,135,2456793,7,2014,5,15,135,2456793,-9999,1,1,-9999
6,43.040955,-76.212914,163,NY,982,Prunus,maritima,beach plum,Plantae,68422,beach plum front yard,483,Leaves,Leaves,2014,5,15,135,2456793,7,2014,5,15,135,2456793,-9999,1,1,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11001,American basswood-1,371,Leaves,Budburst,2014,5,22,142,2456800,9,2014,5,30,150,2456808,11,2,9,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11002,American basswood-2,371,Leaves,Budburst,2014,5,22,142,2456800,9,2014,5,30,150,2456808,11,2,9,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11001,American basswood-1,467,Leaves,Increasing leaf size,2014,5,22,142,2456800,9,2014,5,30,150,2456808,11,2,9,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11002,American basswood-2,467,Leaves,Increasing leaf size,2014,5,30,150,2456808,8,2014,5,30,150,2456808,11,1,1,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11001,American basswood-1,471,Leaves,Falling leaves,2014,9,17,260,2456918,12,2014,10,21,294,2456952,3,6,35,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11002,American basswood-2,471,Leaves,Falling leaves,2014,9,17,260,2456918,12,2014,10,21,294,2456952,3,6,35,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11001,American basswood-1,483,Leaves,Leaves,2014,5,22,142,2456800,9,2014,10,14,287,2456945,7,15,146,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11002,American basswood-2,483,Leaves,Leaves,2014,5,30,150,2456808,8,2014,10,14,287,2456945,7,14,138,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11001,American basswood-1,498,Leaves,Colored leaves,2014,9,5,248,2456906,8,2014,10,14,287,2456945,7,6,40,-9999
38,45.407852,-93.200974,281,MN,93,Tilia,americana,American basswood,Plantae,11002,American basswood-2,498,Leaves,Colored leaves,2014,9,5,248,2456906,8,2014,10,14,287,2456945,7,6,40,-9999
38,45.407852,-93.200974,281,MN,99,Betula,papyrifera,paper birch,Plantae,5108,paper birch-3,371,Leaves,Budburst,2014,5,13,133,2456791,6,2014,5,22,142,2456800,8,2,10,-9999
38,45.407852,-93.200974,281,MN,99,Betula,papyrifera,paper birch,Plantae,5108,paper birch-3,467,Leaves,Increasing leaf size,2014,5,22,142,2456800,9,2014,5,30,150,2456808,11,2,9,-9999
38,45.407852,-93.200974,281,MN,99,Betula,papyrifera,paper birch,Plantae,5108,paper birch-3,471,Leaves,Falling leaves,2014,9,17,260,2456918,12,2014,10,21,294,2456952,3,6,35,-9999
38,45.407852,-93.200974,281,MN,99,Betula,papyrifera,paper birch,Plantae,5108,paper birch-3,483,Leaves,Leaves,2014,5,22,142,2456800,9,2014,10,14,287,2456945,7,15,146,-9999
38,45.407852,-93.200974,281,MN,99,Betula,papyrifera,paper birch,Plantae,5108,paper birch-3,498,Leaves,Colored leaves,2014,9,5,248,2456906,8,2014,10,14,287,2456945,7,6,40,-9999
177,43.970085,-74.21788,492,NY,61,Acer,saccharum,sugar maple,Plantae,3523,sugar maple-1,371,Leaves,Budburst,2014,5,16,136,2456794,8,2014,5,16,136,2456794,1,1,1,-9999
177,43.970085,-74.21788,492,NY,61,Acer,saccharum,sugar maple,Plantae,3523,sugar maple-1,467,Leaves,Increasing leaf size,2014,5,17,137,2456795,9,2014,5,17,137,2456795,10,1,1,-9999
177,43.970085,-74.21788,492,NY,61,Acer,saccharum,sugar maple,Plantae,3523,sugar maple-1,471,Leaves,Falling leaves,2014,9,28,271,2456929,9,2014,10,3,276,2456934,-9999,2,6,-9999
177,43.970085,-74.21788,492,NY,61,Acer,saccharum,sugar maple,Plantae,3523,sugar maple-1,483,Leaves,Leaves,2014,5,17,137,2456795,9,2014,10,3,276,2456934,-9999,6,140,-9999
177,43.970085,-74.21788,492,NY,61,Acer,saccharum,sugar maple,Plantae,3523,sugar maple-1,498,Leaves,Colored leaves,2014,9,17,260,2456918,113,2014,10,3,276,2456934,-9999,4,17,-9999
347,41.9772,-89.896103,250,IL,28,Prunus,serotina,black cherry,Plantae,23333,black cherry-1,371,Leaves,Budburst,2014,5,12,132,2456790,-9999,2014,5,12,132,2456790,-9999,1,1,-9999
347,41.9772,-89.896103,250,IL,28,Prunus,serotina,black cherry,Plantae,23333,black cherry-1,483,Leaves,Leaves,2014,5,12,132,2456790,-9999,2014,5,12,132,2456790,-9999,1,1,-9999
443,42.304653,-83.70118,276,MI,3,Acer,rubrum,red maple,Plantae,1977,SVmaple,371,Leaves,Budburst,2014,4,22,112,2456770,4,2014,5,17,137,2456795,4,10,26,-9999
443,42.304653,-83.70118,276,MI,3,Acer,rubrum,red maple,Plantae,1977,SVmaple,467,Leaves,Increasing leaf size,2014,5,11,131,2456789,3,2014,6,11,162,2456820,4,9,32,-9999
443,42.304653,-83.70118,276,MI,3,Acer,rubrum,red maple,Plantae,1977,SVmaple,471,Leaves,Falling leaves,2014,8,13,225,2456883,20,2014,8,13,225,2456883,14,1,1,-9999
443,42.304653,-83.70118,276,MI,3,Acer,rubrum,red maple,Plantae,1977,SVmaple,471,Leaves,Falling leaves,2014,10,10,283,2456941,29,2014,10,31,304,2456962,4,6,22,-9999
443,42.304653,-83.70118,276,MI,3,Acer,rubrum,red maple,Plantae,1977,SVmaple,483,Leaves,Leaves,2014,5,11,131,2456789,3,2014,11,4,308,2456966,7,26,178,-9999
443,42.304653,-83.70118,276,MI,3,Acer,rubrum,red maple,Plantae,1977,SVmaple,498,Leaves,Colored leaves,2014,8,13,225,2456883,20,2014,8,27,239,2456897,15,2,15,-9999
443,42.304653,-83.70118,276,MI,3,Acer,rubrum,red maple,Plantae,1977,SVmaple,498,Leaves,Colored leaves,2014,10,10,283,2456941,29,2014,11,4,308,2456966,7,7,26,-9999
443,42.304653,-83.70118,276,MI,80,Juglans,nigra,black walnut,Plantae,1978,Mywalnut,371,Leaves,Budburst,2014,5,8,128,2456786,2,2014,5,21,141,2456799,4,5,14,-9999
443,42.304653,-83.70118,276,MI,80,Juglans,nigra,black walnut,Plantae,1978,Mywalnut,467,Leaves,Increasing leaf size,2014,5,11,131,2456789,3,2014,6,15,166,2456824,5,10,36,-9999
443,42.304653,-83.70118,276,MI,80,Juglans,nigra,black walnut,Plantae,1978,Mywalnut,471,Leaves,Falling leaves,2014,8,30,242,2456900,3,2014,10,21,294,2456952,3,8,53,-9999
443,42.304653,-83.70118,276,MI,80,Juglans,nigra,black walnut,Plantae,1978,Mywalnut,483,Leaves,Leaves,2014,5,11,131,2456789,3,2014,10,24,297,2456955,5,27,167,-9999
443,42.304653,-83.70118,276,MI,80,Juglans,nigra,black walnut,Plantae,1978,Mywalnut,498,Leaves,Colored leaves,2014,8,30,242,2456900,3,2014,10,24,297,2456955,5,9,56,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,638,red maple--g.house,371,Leaves,Budburst,2014,3,13,72,2456730,-9999,2014,3,13,72,2456730,4,1,1,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,638,red maple--g.house,371,Leaves,Budburst,2014,4,17,107,2456765,4,2014,4,27,117,2456775,183,5,11,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,1274,red maple--east,371,Leaves,Budburst,2014,3,13,72,2456730,-9999,2014,3,23,82,2456740,5,3,11,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,1274,red maple--east,371,Leaves,Budburst,2014,4,17,107,2456765,4,2014,4,27,117,2456775,183,5,11,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,638,red maple--g.house,467,Leaves,Increasing leaf size,2014,4,20,110,2456768,3,2014,4,27,117,2456775,183,4,8,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,1274,red maple--east,467,Leaves,Increasing leaf size,2014,4,17,107,2456765,4,2014,4,27,117,2456775,183,5,11,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,638,red maple--g.house,471,Leaves,Falling leaves,2014,10,27,300,2456958,183,2014,10,29,302,2456960,-9999,2,3,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,1274,red maple--east,471,Leaves,Falling leaves,2014,10,27,300,2456958,183,2014,10,29,302,2456960,-9999,2,3,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,638,red maple--g.house,483,Leaves,Leaves,2014,4,17,107,2456765,4,2014,4,27,117,2456775,183,5,11,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,1274,red maple--east,483,Leaves,Leaves,2014,4,17,107,2456765,4,2014,4,27,117,2456775,183,5,11,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,638,red maple--g.house,498,Leaves,Colored leaves,2014,10,27,300,2456958,183,2014,10,29,302,2456960,-9999,2,3,-9999
459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,1274,red maple--east,498,Leaves,Colored leaves,2014,10,27,300,2456958,183,2014,10,29,302,2456960,-9999,2,3,-9999
459,36.524502,-92.751999,234,MO,102,Quercus,rubra,northern red oak,Plantae,68727,young oak--south shop yard,371,Leaves,Budburst,2014,4,27,117,2456775,2,2014,4,27,117,2456775,-9999,1,1,-9999
678,45.177551,-89.848251,432,WI,61,Acer,saccharum,sugar maple,Plantae,3973,sugar maple-1,471,Leaves,Falling leaves,2014,9,25,268,2456926,134,2014,10,1,274,2456932,-9999,2,7,-9999
678,45.177551,-89.848251,432,WI,61,Acer,saccharum,sugar maple,Plantae,3973,sugar maple-1,498,Leaves,Colored leaves,2014,9,25,268,2456926,134,2014,10,1,274,2456932,-9999,2,7,-9999
678,45.177551,-89.848251,432,WI,99,Betula,papyrifera,paper birch,Plantae,3979,paper birch-1,371,Leaves,Budburst,2014,5,14,134,2456792,37,2014,5,14,134,2456792,134,1,1,-9999
678,45.177551,-89.848251,432,WI,99,Betula,papyrifera,paper birch,Plantae,3979,paper birch-1,471,Leaves,Falling leaves,2014,10,1,274,2456932,6,2014,10,1,274,2456932,-9999,1,1,-9999
678,45.177551,-89.848251,432,WI,99,Betula,papyrifera,paper birch,Plantae,3979,paper birch-1,498,Leaves,Colored leaves,2014,9,25,268,2456926,134,2014,10,1,274,2456932,-9999,2,7,-9999
678,45.177551,-89.848251,432,WI,102,Quercus,rubra,northern red oak,Plantae,3975,northern red oak-1,471,Leaves,Falling leaves,2014,9,25,268,2456926,134,2014,10,1,274,2456932,-9999,2,7,-9999
678,45.177551,-89.848251,432,WI,102,Quercus,rubra,northern red oak,Plantae,3975,northern red oak-1,498,Leaves,Colored leaves,2014,9,25,268,2456926,134,2014,10,1,274,2456932,-9999,2,7,-9999
754,42.199036,-91.654839,283,IA,29,Prunus,virginiana,chokecherry,Plantae,584,burn barrel chokecherry,371,Leaves,Budburst,2014,4,21,111,2456769,2,2014,4,26,116,2456774,-9999,2,6,-9999
754,42.199036,-91.654839,283,IA,29,Prunus,virginiana,chokecherry,Plantae,584,burn barrel chokecherry,467,Leaves,Increasing leaf size,2014,4,26,116,2456774,5,2014,4,26,116,2456774,-9999,1,1,-9999
